Cell type	Mark	Array	Control	Treat
SJCRH30	H3K27ac	bsat_21_3-DJ21	61	107
SJCRH30	H3K27ac	bsat_21_4(LSAU-BSAT_Composite,no_beta)-DJ21	32	46
SJCRH30	H3K27ac	bsat_21_5-DJ21	168	143
SJCRH30	H3K27ac	bsat_21_6(LSAU-BSAT_Composite)-DJ21	124	294
SJCRH30	H3K27ac	bsat_21_7	356	756
SJCRH30	H3K27ac	bsat_21_8	6	6
SJCRH30	H3K27ac	bsat_21_9(LSAU-BSAT_Composite,no_beta)	1	2
SJCRH30	H3K27ac	bsat_21_10(LSAU-BSAT_Composite,no_beta)	16	30
SJCRH30	H3K27ac	bsat_21_11(LSAU-BSAT_Composite,no_beta)	4	14
SJCRH30	H3K27ac	bsat_22_1(LSAU-BSAT_Composite)	5672	12723
SJCRH30	H3K27ac	bsat_22_2(LSAU-BSAT_Composite)	32	157
SJCRH30	H3K27ac	bsat_22_3(LSAU-BSAT_Composite,no_beta)-DJ22	18	46
SJCRH30	H3K27ac	bsat_22_4-DJ22	38	178
SJCRH30	H3K27ac	bsat_22_5-DJ22	16	116
SJCRH30	H3K27ac	bsat_22_6(LSAU-BSAT_Composite)	8734	17660
SJCRH30	H3K27ac	bsat_22_7	273	502
SJCRH30	H3K27ac	bsat_22_8(LSAU-BSAT_Composite)	1306	2702
SJCRH30	H3K27ac	bsat_22_9(LSAU-BSAT_Composite,no_beta)	5	61
SJCRH30	H3K27ac	bsat_22_10(LSAU-BSAT_Composite,no_beta)	32	95
SJCRH30	H3K27ac	bsat_22_11	6	95
SJCRH30	H3K27ac	bsat_22_12(LSAU-BSAT_Composite)	808	7171
SJCRH30	H3K27ac	bsat_22_13(LSAU-BSAT_Composite,no_beta)	21	35
SJCRH30	H3K27ac	bsat_22_14	2	14
SJCRH30	H3K27ac	bsat_22_15(LSAU-BSAT_Composite,no_beta)	32	39
SJCRH30	H3K27ac	bsat_22_16(LSAU-BSAT_Composite,no_beta)	39	53
SJCRH30	H3K27ac	bsat_22_17(LSAU-BSAT_Composite,no_beta)	93	137
SJCRH30	H3K27ac	bsat_22_19(LSAU-BSAT_Composite,no_beta)	35	32
SJSA1	H3K27ac	bsat_1_1(LSAU-BSAT_Composite)	22438	16389
SJSA1	H3K27ac	bsat_3_1(LSAU-BSAT_Composite)	829	631
SJSA1	H3K27ac	bsat_4_1	25	6
SJSA1	H3K27ac	bsat_5_1	85	86
SJSA1	H3K27ac	bsat_5_2(LSAU-BSAT_Composite)	936	763
SJSA1	H3K27ac	bsat_7_1	265	276
SJSA1	H3K27ac	bsat_7_2	496	390
SJSA1	H3K27ac	bsat_7_3	187	156
SJSA1	H3K27ac	bsat_7_4	309	244
SJSA1	H3K27ac	bsat_7_5	257	193
SJSA1	H3K27ac	bsat_7_6	214	161
SJSA1	H3K27ac	bsat_7_7	769	658
SJSA1	H3K27ac	bsat_7_8	717	505
SJSA1	H3K27ac	bsat_7_9	95	93
SJSA1	H3K27ac	bsat_7_10	2621	2123
SJSA1	H3K27ac	bsat_8_1	1150	1064
SJSA1	H3K27ac	bsat_8_2	263	206
SJSA1	H3K27ac	bsat_8_3	879	760
SJSA1	H3K27ac	bsat_8_4	1869	1577
SJSA1	H3K27ac	bsat_8_5	939	740
SJSA1	H3K27ac	bsat_8_6	56	73
SJSA1	H3K27ac	bsat_9_2(LSAU-BSAT_Composite,no_beta)	23	14
SJSA1	H3K27ac	bsat_9_3(LSAU-BSAT_Composite,no_beta)	69	47
SJSA1	H3K27ac	bsat_9_4	469	352
SJSA1	H3K27ac	bsat_9_5	4832	3340
SJSA1	H3K27ac	bsat_9_6(LSAU-BSAT_Composite,no_beta)	36	17
SJSA1	H3K27ac	bsat_9_7(LSAU-BSAT_Composite,no_beta)	58	48
SJSA1	H3K27ac	bsat_10_1(LSAU-BSAT_Composite)	747	527
SJSA1	H3K27ac	bsat_13_1(LSAU-BSAT_Composite)	51	45
SJSA1	H3K27ac	bsat_13_2-DJ13	38	44
SJSA1	H3K27ac	bsat_13_3-DJ13	307	232
SJSA1	H3K27ac	bsat_13_4(LSAU-BSAT_Composite)	58	34
SJSA1	H3K27ac	bsat_13_6	71	56
SJSA1	H3K27ac	bsat_13_7(LSAU-BSAT_Composite,no_beta)	6	10
SJSA1	H3K27ac	bsat_13_8(LSAU-BSAT_Composite,no_beta)	44	16
SJSA1	H3K27ac	bsat_13_9(LSAU-BSAT_Composite,no_beta)	8	4
SJSA1	H3K27ac	bsat_14_1(LSAU-BSAT_Composite)	541	398
SJSA1	H3K27ac	bsat_14_2(LSAU-BSAT_Composite)	68	34
SJSA1	H3K27ac	bsat_14_3-DJ14	199	138
SJSA1	H3K27ac	bsat_14_4-DJ14	156	102
SJSA1	H3K27ac	bsat_14_5(LSAU-BSAT_Composite)	1116	734
SJSA1	H3K27ac	bsat_14_6	124	121
SJSA1	H3K27ac	bsat_14_8	18789	13392
SJSA1	H3K27ac	bsat_14_7(LSAU-BSAT_Composite,no_beta)	124	89
SJSA1	H3K27ac	bsat_14_9	25562	18450
SJSA1	H3K27ac	bsat_14_10(LSAU-BSAT_Composite,no_beta)	87	80
SJSA1	H3K27ac	bsat_14_11(LSAU-BSAT_Composite,no_beta)	46	28
SJSA1	H3K27ac	bsat_14_12(LSAU-BSAT_Composite,no_beta)	23	15
SJSA1	H3K27ac	bsat_14_13(LSAU-BSAT_Composite,no_beta)	33	14
SJSA1	H3K27ac	bsat_14_14(LSAU-BSAT_Composite,no_beta)	134	48
SJSA1	H3K27ac	bsat_14_15(LSAU-BSAT_Composite,no_beta)	120	100
SJSA1	H3K27ac	bsat_14_16(LSAU-BSAT_Composite,no_beta)	80	38
SJSA1	H3K27ac	bsat_15_1(LSAU-BSAT_Composite)	11796	8599
SJSA1	H3K27ac	bsat_15_2(LSAU-BSAT_Composite)	63	30
SJSA1	H3K27ac	bsat_15_3-DJ15	144	86
SJSA1	H3K27ac	bsat_15_4-DJ15	498	327
SJSA1	H3K27ac	bsat_15_5(LSAU-BSAT_Composite)	50	20
SJSA1	H3K27ac	bsat_15_7(LSAU-BSAT_Composite,no_beta)	33	26
SJSA1	H3K27ac	bsat_15_8(LSAU-BSAT_Composite,no_beta)	141	104
SJSA1	H3K27ac	bsat_15_9(LSAU-BSAT_Composite,no_beta)	41	22
SJSA1	H3K27ac	bsat_15_10(LSAU-BSAT_Composite,no_beta)	115	101
SJSA1	H3K27ac	bsat_16_5(LSAU-BSAT_Composite,no_beta)	336	222
SJSA1	H3K27ac	bsat_16_6	662	577
SJSA1	H3K27ac	bsat_16_7	135	115
SJSA1	H3K27ac	bsat_16_8	127	96
SJSA1	H3K27ac	bsat_16_9	90	87
SJSA1	H3K27ac	bsat_16_10	455	326
SJSA1	H3K27ac	bsat_16_11	562	477
SJSA1	H3K27ac	bsat_19_1	275	197
SJSA1	H3K27ac	bsat_19_2	487	386
SJSA1	H3K27ac	bsat_19_3	162	173
SJSA1	H3K27ac	bsat_19_4	567	407
SJSA1	H3K27ac	bsat_19_5	234	189
SJSA1	H3K27ac	bsat_19_6	118	136
SJSA1	H3K27ac	bsat_19_7	151	110
SJSA1	H3K27ac	bsat_19_8	290	228
SJSA1	H3K27ac	bsat_19_9	398	311
SJSA1	H3K27ac	bsat_19_10	441	360
SJSA1	H3K27ac	bsat_19_11	460	351
SJSA1	H3K27ac	bsat_19_12	429	365
SJSA1	H3K27ac	bsat_19_13	237	222
SJSA1	H3K27ac	bsat_19_14	355	269
SJSA1	H3K27ac	bsat_19_15	383	259
SJSA1	H3K27ac	bsat_19_16	1318	1031
SJSA1	H3K27ac	bsat_19_17	1136	887
SJSA1	H3K27ac	bsat_19_18	825	638
SJSA1	H3K27ac	bsat_19_19	886	694
SJSA1	H3K27ac	bsat_19_20	437	374
SJSA1	H3K27ac	bsat_19_21	1101	870
SJSA1	H3K27ac	bsat_19_22	356	289
SJSA1	H3K27ac	bsat_19_23	457	338
SJSA1	H3K27ac	bsat_19_24	711	565
SJSA1	H3K27ac	bsat_19_25	349	300
SJSA1	H3K27ac	bsat_19_26	304	280
SJSA1	H3K27ac	bsat_19_27	222	145
SJSA1	H3K27ac	bsat_19_28	149	106
SJSA1	H3K27ac	bsat_19_29	330	215
SJSA1	H3K27ac	bsat_19_30	283	216
SJSA1	H3K27ac	bsat_19_31	37	29
SJSA1	H3K27ac	bsat_19_32	892	691
SJSA1	H3K27ac	bsat_19_33	816	712
SJSA1	H3K27ac	bsat_19_34	970	849
SJSA1	H3K27ac	bsat_19_35	1444	1320
SJSA1	H3K27ac	bsat_19_36	768	594
SJSA1	H3K27ac	bsat_20_1(LSAU-BSAT_Composite,no_beta)	95	59
SJSA1	H3K27ac	bsat_20_2(LSAU-BSAT_Composite,no_beta)	350	235
SJSA1	H3K27ac	bsat_20_3(LSAU-BSAT_Composite,no_beta)	92	57
SJSA1	H3K27ac	bsat_20_4(LSAU-BSAT_Composite,no_beta)	345	214
SJSA1	H3K27ac	bsat_20_5(LSAU-BSAT_Composite,no_beta)	113	70
SJSA1	H3K27ac	bsat_20_6	141	103
SJSA1	H3K27ac	bsat_20_7(LSAU-BSAT_Composite,no_beta)	100	47
SJSA1	H3K27ac	bsat_20_8(LSAU-BSAT_Composite,no_beta)	25	7
SJSA1	H3K27ac	bsat_20_9(LSAU-BSAT_Composite,no_beta)	95	71
SJSA1	H3K27ac	bsat_21_1(LSAU-BSAT_Composite)	3311	2382
SJSA1	H3K27ac	bsat_21_2(LSAU-BSAT_Composite)	72	44
SJSA1	H3K27ac	bsat_21_4(LSAU-BSAT_Composite,no_beta)-DJ21	9	10
SJSA1	H3K27ac	bsat_21_5-DJ21	115	90
SJSA1	H3K27ac	bsat_21_6(LSAU-BSAT_Composite)-DJ21	104	84
SJSA1	H3K27ac	bsat_21_7	10534	7855
SJSA1	H3K27ac	bsat_21_8	116	77
SJSA1	H3K27ac	bsat_21_10(LSAU-BSAT_Composite,no_beta)	36	12
SJSA1	H3K27ac	bsat_22_1(LSAU-BSAT_Composite)	9002	7046
SJSA1	H3K27ac	bsat_22_2(LSAU-BSAT_Composite)	2	8
SJSA1	H3K27ac	bsat_22_3(LSAU-BSAT_Composite,no_beta)-DJ22	60	19
SJSA1	H3K27ac	bsat_22_4-DJ22	84	68
SJSA1	H3K27ac	bsat_22_5-DJ22	259	134
SJSA1	H3K27ac	bsat_22_6(LSAU-BSAT_Composite)	17967	12766
SJSA1	H3K27ac	bsat_22_7	474	309
SJSA1	H3K27ac	bsat_22_8(LSAU-BSAT_Composite)	184	132
SJSA1	H3K27ac	bsat_22_9(LSAU-BSAT_Composite,no_beta)	73	55
SJSA1	H3K27ac	bsat_22_10(LSAU-BSAT_Composite,no_beta)	139	84
SJSA1	H3K27ac	bsat_22_11	81	89
SJSA1	H3K27ac	bsat_22_12(LSAU-BSAT_Composite)	9127	6772
SJSA1	H3K27ac	bsat_22_13(LSAU-BSAT_Composite,no_beta)	18	20
SJSA1	H3K27ac	bsat_22_14	5	2
SJSA1	H3K27ac	bsat_22_15(LSAU-BSAT_Composite,no_beta)	67	44
SJSA1	H3K27ac	bsat_22_16(LSAU-BSAT_Composite,no_beta)	47	37
SJSA1	H3K27ac	bsat_22_17(LSAU-BSAT_Composite,no_beta)	155	96
SJSA1	H3K27ac	bsat_22_19(LSAU-BSAT_Composite,no_beta)	34	37
RWPE2	H3K27ac	bsat_1_1(LSAU-BSAT_Composite)	23707	3282
RWPE2	H3K27ac	bsat_3_1(LSAU-BSAT_Composite)	321	60
RWPE2	H3K27ac	bsat_4_1	33	4
RWPE2	H3K27ac	bsat_5_1	98	28
RWPE2	H3K27ac	bsat_5_2(LSAU-BSAT_Composite)	969	129
RWPE2	H3K27ac	bsat_7_1	227	51
RWPE2	H3K27ac	bsat_7_2	381	99
RWPE2	H3K27ac	bsat_7_3	197	17
RWPE2	H3K27ac	bsat_7_4	256	27
RWPE2	H3K27ac	bsat_7_5	246	27
RWPE2	H3K27ac	bsat_7_6	182	42
RWPE2	H3K27ac	bsat_7_7	698	179
RWPE2	H3K27ac	bsat_7_8	585	82
RWPE2	H3K27ac	bsat_7_9	87	23
RWPE2	H3K27ac	bsat_7_10	2299	583
RWPE2	H3K27ac	bsat_8_1	652	113
RWPE2	H3K27ac	bsat_8_2	165	30
RWPE2	H3K27ac	bsat_8_3	548	244
RWPE2	H3K27ac	bsat_8_4	1024	876
RWPE2	H3K27ac	bsat_8_5	457	99
RWPE2	H3K27ac	bsat_8_6	49	12
RWPE2	H3K27ac	bsat_9_1(LSAU-BSAT_Composite,no_beta)	20	14
RWPE2	H3K27ac	bsat_9_2(LSAU-BSAT_Composite,no_beta)	12	6
RWPE2	H3K27ac	bsat_9_3(LSAU-BSAT_Composite,no_beta)	45	7
RWPE2	H3K27ac	bsat_9_4	399	72
RWPE2	H3K27ac	bsat_9_5	3675	559
RWPE2	H3K27ac	bsat_9_6(LSAU-BSAT_Composite,no_beta)	24	21
RWPE2	H3K27ac	bsat_9_7(LSAU-BSAT_Composite,no_beta)	178	42
RWPE2	H3K27ac	bsat_10_1(LSAU-BSAT_Composite)	695	103
RWPE2	H3K27ac	bsat_13_1(LSAU-BSAT_Composite)	32	6
RWPE2	H3K27ac	bsat_13_2-DJ13	12	18
RWPE2	H3K27ac	bsat_13_3-DJ13	78	18
RWPE2	H3K27ac	bsat_13_4(LSAU-BSAT_Composite)	112	16
RWPE2	H3K27ac	bsat_13_6	157	21
RWPE2	H3K27ac	bsat_13_7(LSAU-BSAT_Composite,no_beta)	10	4
RWPE2	H3K27ac	bsat_13_8(LSAU-BSAT_Composite,no_beta)	20	4
RWPE2	H3K27ac	bsat_14_1(LSAU-BSAT_Composite)	2276	255
RWPE2	H3K27ac	bsat_14_2(LSAU-BSAT_Composite)	270	34
RWPE2	H3K27ac	bsat_14_3-DJ14	40	8
RWPE2	H3K27ac	bsat_14_4-DJ14	366	554
RWPE2	H3K27ac	bsat_14_5(LSAU-BSAT_Composite)	4654	490
RWPE2	H3K27ac	bsat_14_6	463	62
RWPE2	H3K27ac	bsat_14_8	11044	1614
RWPE2	H3K27ac	bsat_14_7(LSAU-BSAT_Composite,no_beta)	60	6
RWPE2	H3K27ac	bsat_14_9	15790	2159
RWPE2	H3K27ac	bsat_14_10(LSAU-BSAT_Composite,no_beta)	62	8
RWPE2	H3K27ac	bsat_14_11(LSAU-BSAT_Composite,no_beta)	125	11
RWPE2	H3K27ac	bsat_14_12(LSAU-BSAT_Composite,no_beta)	35	4
RWPE2	H3K27ac	bsat_14_13(LSAU-BSAT_Composite,no_beta)	30	6
RWPE2	H3K27ac	bsat_14_14(LSAU-BSAT_Composite,no_beta)	146	20
RWPE2	H3K27ac	bsat_14_15(LSAU-BSAT_Composite,no_beta)	103	18
RWPE2	H3K27ac	bsat_14_16(LSAU-BSAT_Composite,no_beta)	46	19
RWPE2	H3K27ac	bsat_15_1(LSAU-BSAT_Composite)	10110	1356
RWPE2	H3K27ac	bsat_15_2(LSAU-BSAT_Composite)	62	8
RWPE2	H3K27ac	bsat_15_3-DJ15	56	10
RWPE2	H3K27ac	bsat_15_4-DJ15	172	62
RWPE2	H3K27ac	bsat_15_5(LSAU-BSAT_Composite)	142	16
RWPE2	H3K27ac	bsat_15_6	4	2
RWPE2	H3K27ac	bsat_15_7(LSAU-BSAT_Composite,no_beta)	117	35
RWPE2	H3K27ac	bsat_15_8(LSAU-BSAT_Composite,no_beta)	369	75
RWPE2	H3K27ac	bsat_15_9(LSAU-BSAT_Composite,no_beta)	109	21
RWPE2	H3K27ac	bsat_15_10(LSAU-BSAT_Composite,no_beta)	381	53
RWPE2	H3K27ac	bsat_16_5(LSAU-BSAT_Composite,no_beta)	307	84
RWPE2	H3K27ac	bsat_16_6	751	523
RWPE2	H3K27ac	bsat_16_7	138	29
RWPE2	H3K27ac	bsat_16_8	119	29
RWPE2	H3K27ac	bsat_16_9	89	18
RWPE2	H3K27ac	bsat_16_10	442	210
RWPE2	H3K27ac	bsat_16_11	678	858
RWPE2	H3K27ac	bsat_19_1	261	44
RWPE2	H3K27ac	bsat_19_2	360	76
RWPE2	H3K27ac	bsat_19_3	151	26
RWPE2	H3K27ac	bsat_19_4	480	132
RWPE2	H3K27ac	bsat_19_5	199	36
RWPE2	H3K27ac	bsat_19_6	115	14
RWPE2	H3K27ac	bsat_19_7	111	13
RWPE2	H3K27ac	bsat_19_8	212	31
RWPE2	H3K27ac	bsat_19_9	297	40
RWPE2	H3K27ac	bsat_19_10	315	72
RWPE2	H3K27ac	bsat_19_11	329	59
RWPE2	H3K27ac	bsat_19_12	338	66
RWPE2	H3K27ac	bsat_19_13	170	25
RWPE2	H3K27ac	bsat_19_14	244	43
RWPE2	H3K27ac	bsat_19_15	283	47
RWPE2	H3K27ac	bsat_19_16	892	168
RWPE2	H3K27ac	bsat_19_17	820	162
RWPE2	H3K27ac	bsat_19_18	593	86
RWPE2	H3K27ac	bsat_19_19	759	119
RWPE2	H3K27ac	bsat_19_20	383	58
RWPE2	H3K27ac	bsat_19_21	898	157
RWPE2	H3K27ac	bsat_19_22	285	101
RWPE2	H3K27ac	bsat_19_23	339	158
RWPE2	H3K27ac	bsat_19_24	684	548
RWPE2	H3K27ac	bsat_19_25	434	128
RWPE2	H3K27ac	bsat_19_26	365	148
RWPE2	H3K27ac	bsat_19_27	283	314
RWPE2	H3K27ac	bsat_19_28	144	159
RWPE2	H3K27ac	bsat_19_29	289	1221
RWPE2	H3K27ac	bsat_19_30	414	408
RWPE2	H3K27ac	bsat_19_31	19	6
RWPE2	H3K27ac	bsat_19_32	911	701
RWPE2	H3K27ac	bsat_19_33	678	150
RWPE2	H3K27ac	bsat_19_34	782	152
RWPE2	H3K27ac	bsat_19_35	1274	1952
RWPE2	H3K27ac	bsat_19_36	579	148
RWPE2	H3K27ac	bsat_20_1(LSAU-BSAT_Composite,no_beta)	251	48
RWPE2	H3K27ac	bsat_20_2(LSAU-BSAT_Composite,no_beta)	705	122
RWPE2	H3K27ac	bsat_20_3(LSAU-BSAT_Composite,no_beta)	285	60
RWPE2	H3K27ac	bsat_20_4(LSAU-BSAT_Composite,no_beta)	564	96
RWPE2	H3K27ac	bsat_20_5(LSAU-BSAT_Composite,no_beta)	327	48
RWPE2	H3K27ac	bsat_20_6	323	62
RWPE2	H3K27ac	bsat_20_7(LSAU-BSAT_Composite,no_beta)	132	32
RWPE2	H3K27ac	bsat_20_8(LSAU-BSAT_Composite,no_beta)	43	4
RWPE2	H3K27ac	bsat_20_9(LSAU-BSAT_Composite,no_beta)	232	50
RWPE2	H3K27ac	bsat_21_1(LSAU-BSAT_Composite)	6873	930
RWPE2	H3K27ac	bsat_21_2(LSAU-BSAT_Composite)	38	4
RWPE2	H3K27ac	bsat_21_5-DJ21	22	12
RWPE2	H3K27ac	bsat_21_6(LSAU-BSAT_Composite)-DJ21	478	102
RWPE2	H3K27ac	bsat_21_7	7776	1246
RWPE2	H3K27ac	bsat_21_8	108	24
RWPE2	H3K27ac	bsat_21_10(LSAU-BSAT_Composite,no_beta)	24	6
RWPE2	H3K27ac	bsat_21_11(LSAU-BSAT_Composite,no_beta)	12	2
RWPE2	H3K27ac	bsat_22_1(LSAU-BSAT_Composite)	13491	1868
RWPE2	H3K27ac	bsat_22_2(LSAU-BSAT_Composite)	70	18
RWPE2	H3K27ac	bsat_22_3(LSAU-BSAT_Composite,no_beta)-DJ22	189	42
RWPE2	H3K27ac	bsat_22_4-DJ22	753	698
RWPE2	H3K27ac	bsat_22_5-DJ22	240	86
RWPE2	H3K27ac	bsat_22_6(LSAU-BSAT_Composite)	7018	1040
RWPE2	H3K27ac	bsat_22_7	242	43
RWPE2	H3K27ac	bsat_22_8(LSAU-BSAT_Composite)	108	216
RWPE2	H3K27ac	bsat_22_9(LSAU-BSAT_Composite,no_beta)	63	9
RWPE2	H3K27ac	bsat_22_10(LSAU-BSAT_Composite,no_beta)	137	38
RWPE2	H3K27ac	bsat_22_11	108	8
RWPE2	H3K27ac	bsat_22_12(LSAU-BSAT_Composite)	9836	1589
RWPE2	H3K27ac	bsat_22_16(LSAU-BSAT_Composite,no_beta)	6	7
RWPE2	H3K27ac	bsat_22_17(LSAU-BSAT_Composite,no_beta)	123	29
RWPE1	H3K27ac	bsat_1_1(LSAU-BSAT_Composite)	68121	19889
RWPE1	H3K27ac	bsat_3_1(LSAU-BSAT_Composite)	1066	417
RWPE1	H3K27ac	bsat_4_1	89	6
RWPE1	H3K27ac	bsat_5_1	277	8
RWPE1	H3K27ac	bsat_5_2(LSAU-BSAT_Composite)	3126	563
RWPE1	H3K27ac	bsat_7_1	875	60
RWPE1	H3K27ac	bsat_7_2	1545	183
RWPE1	H3K27ac	bsat_7_3	644	81
RWPE1	H3K27ac	bsat_7_4	898	188
RWPE1	H3K27ac	bsat_7_5	982	172
RWPE1	H3K27ac	bsat_7_6	692	98
RWPE1	H3K27ac	bsat_7_7	2706	530
RWPE1	H3K27ac	bsat_7_8	2256	266
RWPE1	H3K27ac	bsat_7_9	311	32
RWPE1	H3K27ac	bsat_7_10	8145	1621
RWPE1	H3K27ac	bsat_8_1	1628	94
RWPE1	H3K27ac	bsat_8_2	353	46
RWPE1	H3K27ac	bsat_8_3	1345	52
RWPE1	H3K27ac	bsat_8_4	2255	138
RWPE1	H3K27ac	bsat_8_5	1116	70
RWPE1	H3K27ac	bsat_8_6	86	11
RWPE1	H3K27ac	bsat_9_1(LSAU-BSAT_Composite,no_beta)	21	65
RWPE1	H3K27ac	bsat_9_2(LSAU-BSAT_Composite,no_beta)	35	110
RWPE1	H3K27ac	bsat_9_3(LSAU-BSAT_Composite,no_beta)	179	125
RWPE1	H3K27ac	bsat_9_4	1190	152
RWPE1	H3K27ac	bsat_9_5	10831	1776
RWPE1	H3K27ac	bsat_9_6(LSAU-BSAT_Composite,no_beta)	50	173
RWPE1	H3K27ac	bsat_9_7(LSAU-BSAT_Composite,no_beta)	199	3033
RWPE1	H3K27ac	bsat_10_1(LSAU-BSAT_Composite)	1986	675
RWPE1	H3K27ac	bsat_13_1(LSAU-BSAT_Composite)	142	46
RWPE1	H3K27ac	bsat_13_2-DJ13	52	6
RWPE1	H3K27ac	bsat_13_3-DJ13	205	21
RWPE1	H3K27ac	bsat_13_4(LSAU-BSAT_Composite)	302	114
RWPE1	H3K27ac	bsat_13_6	550	102
RWPE1	H3K27ac	bsat_13_7(LSAU-BSAT_Composite,no_beta)	34	27
RWPE1	H3K27ac	bsat_13_8(LSAU-BSAT_Composite,no_beta)	63	30
RWPE1	H3K27ac	bsat_13_9(LSAU-BSAT_Composite,no_beta)	36	14
RWPE1	H3K27ac	bsat_14_1(LSAU-BSAT_Composite)	4083	974
RWPE1	H3K27ac	bsat_14_2(LSAU-BSAT_Composite)	402	74
RWPE1	H3K27ac	bsat_14_3-DJ14	80	20
RWPE1	H3K27ac	bsat_14_4-DJ14	415	144
RWPE1	H3K27ac	bsat_14_5(LSAU-BSAT_Composite)	11156	4179
RWPE1	H3K27ac	bsat_14_6	923	139
RWPE1	H3K27ac	bsat_14_8	22167	6606
RWPE1	H3K27ac	bsat_14_7(LSAU-BSAT_Composite,no_beta)	127	103
RWPE1	H3K27ac	bsat_14_9	31924	8961
RWPE1	H3K27ac	bsat_14_10(LSAU-BSAT_Composite,no_beta)	74	48
RWPE1	H3K27ac	bsat_14_11(LSAU-BSAT_Composite,no_beta)	136	99
RWPE1	H3K27ac	bsat_14_12(LSAU-BSAT_Composite,no_beta)	43	49
RWPE1	H3K27ac	bsat_14_13(LSAU-BSAT_Composite,no_beta)	52	29
RWPE1	H3K27ac	bsat_14_14(LSAU-BSAT_Composite,no_beta)	145	107
RWPE1	H3K27ac	bsat_14_15(LSAU-BSAT_Composite,no_beta)	82	72
RWPE1	H3K27ac	bsat_14_16(LSAU-BSAT_Composite,no_beta)	55	43
RWPE1	H3K27ac	bsat_15_1(LSAU-BSAT_Composite)	39846	6649
RWPE1	H3K27ac	bsat_15_2(LSAU-BSAT_Composite)	306	80
RWPE1	H3K27ac	bsat_15_3-DJ15	132	40
RWPE1	H3K27ac	bsat_15_4-DJ15	316	28
RWPE1	H3K27ac	bsat_15_5(LSAU-BSAT_Composite)	432	220
RWPE1	H3K27ac	bsat_15_7(LSAU-BSAT_Composite,no_beta)	241	216
RWPE1	H3K27ac	bsat_15_8(LSAU-BSAT_Composite,no_beta)	711	398
RWPE1	H3K27ac	bsat_15_9(LSAU-BSAT_Composite,no_beta)	194	176
RWPE1	H3K27ac	bsat_15_10(LSAU-BSAT_Composite,no_beta)	797	358
RWPE1	H3K27ac	bsat_16_3	5	1
RWPE1	H3K27ac	bsat_16_5(LSAU-BSAT_Composite,no_beta)	590	297
RWPE1	H3K27ac	bsat_16_6	1518	194
RWPE1	H3K27ac	bsat_16_7	345	11
RWPE1	H3K27ac	bsat_16_8	238	19
RWPE1	H3K27ac	bsat_16_9	222	12
RWPE1	H3K27ac	bsat_16_10	893	61
RWPE1	H3K27ac	bsat_16_11	1193	111
RWPE1	H3K27ac	bsat_19_1	851	317
RWPE1	H3K27ac	bsat_19_2	1710	512
RWPE1	H3K27ac	bsat_19_3	546	158
RWPE1	H3K27ac	bsat_19_4	1534	724
RWPE1	H3K27ac	bsat_19_5	772	218
RWPE1	H3K27ac	bsat_19_6	381	27
RWPE1	H3K27ac	bsat_19_7	404	16
RWPE1	H3K27ac	bsat_19_8	815	104
RWPE1	H3K27ac	bsat_19_9	1286	66
RWPE1	H3K27ac	bsat_19_10	1413	96
RWPE1	H3K27ac	bsat_19_11	1483	139
RWPE1	H3K27ac	bsat_19_12	1404	193
RWPE1	H3K27ac	bsat_19_13	600	12
RWPE1	H3K27ac	bsat_19_14	1089	190
RWPE1	H3K27ac	bsat_19_15	1039	153
RWPE1	H3K27ac	bsat_19_16	4008	460
RWPE1	H3K27ac	bsat_19_17	3618	530
RWPE1	H3K27ac	bsat_19_18	2419	354
RWPE1	H3K27ac	bsat_19_19	2618	386
RWPE1	H3K27ac	bsat_19_20	1607	162
RWPE1	H3K27ac	bsat_19_21	3506	767
RWPE1	H3K27ac	bsat_19_22	1075	201
RWPE1	H3K27ac	bsat_19_23	1226	395
RWPE1	H3K27ac	bsat_19_24	2262	476
RWPE1	H3K27ac	bsat_19_25	1229	310
RWPE1	H3K27ac	bsat_19_26	1005	131
RWPE1	H3K27ac	bsat_19_27	692	114
RWPE1	H3K27ac	bsat_19_28	463	241
RWPE1	H3K27ac	bsat_19_29	959	352
RWPE1	H3K27ac	bsat_19_30	987	424
RWPE1	H3K27ac	bsat_19_31	86	10
RWPE1	H3K27ac	bsat_19_32	2634	611
RWPE1	H3K27ac	bsat_19_33	2585	290
RWPE1	H3K27ac	bsat_19_34	2850	229
RWPE1	H3K27ac	bsat_19_35	3753	2389
RWPE1	H3K27ac	bsat_19_36	2130	126
RWPE1	H3K27ac	bsat_20_1(LSAU-BSAT_Composite,no_beta)	256	176
RWPE1	H3K27ac	bsat_20_2(LSAU-BSAT_Composite,no_beta)	704	429
RWPE1	H3K27ac	bsat_20_3(LSAU-BSAT_Composite,no_beta)	314	301
RWPE1	H3K27ac	bsat_20_4(LSAU-BSAT_Composite,no_beta)	703	405
RWPE1	H3K27ac	bsat_20_5(LSAU-BSAT_Composite,no_beta)	376	299
RWPE1	H3K27ac	bsat_20_6	408	73
RWPE1	H3K27ac	bsat_20_7(LSAU-BSAT_Composite,no_beta)	226	174
RWPE1	H3K27ac	bsat_20_8(LSAU-BSAT_Composite,no_beta)	69	42
RWPE1	H3K27ac	bsat_20_9(LSAU-BSAT_Composite,no_beta)	351	253
RWPE1	H3K27ac	bsat_21_1(LSAU-BSAT_Composite)	14106	2428
